"product","substance","quantity","unit"
"Dismounting of bearing","SKF LHMF 300",0.18,
"Disposal of polyethylene to landfill.","Brown coal",0.07,
"Disposal of polyethylene to landfill.","Crude oil",4.24,
"Disposal of polyethylene to landfill.","Hard coal",0.07,
"Disposal of polyethylene to landfill.","Hydro energy",2.08,
"Disposal of polyethylene to landfill.","Natural gas",4,
"Disposal of polyethylene to landfill.","Uranium in ore",0.02,
"Disposal of polyethylene to landfill.","Water",0,
"Disposal of polyethylene to landfill.","Wood",0,
"Disposal of polyethylene to landfill.","Diesel",198,
"Disposal of polyethylene to landfill.","Electricity",10,
"Disposal of polyethylene to landfill.","Heating oil",6,
"Disposal of polyethylene to landfill.","Plastic waste",1000,
"Dry wood chips fired plant for heat and power production - Large plant","Bio fuel",472,
"Dry wood chips fired plant for heat and power production - Large plant","Electricity",0.05,
"Electronic Control Unit&rsquo;s aluminium capacitor manufacturing. Autoliv ESA-DBP","Water",0.04,
"Electronic Control Unit&rsquo;s aluminium capacitor manufacturing. Autoliv ESA-DBP","Aluminium foil",0.79,
"Electronic Control Unit&rsquo;s aluminium capacitor manufacturing. Autoliv ESA-DBP","Cellulose paper",0.11,
"Electronic Control Unit&rsquo;s aluminium capacitor manufacturing. Autoliv ESA-DBP","Copper wire",0,
"Electronic Control Unit&rsquo;s aluminium capacitor manufacturing. Autoliv ESA-DBP","Electricity",0.15,
"Electronic Control Unit&rsquo;s aluminium capacitor manufacturing. Autoliv ESA-DBP","Fe",0.01,
"Electronic Control Unit&rsquo;s aluminium capacitor manufacturing. Autoliv ESA-DBP","gamma-NaOH",0.24,
"Electronic Control Unit&rsquo;s aluminium capacitor manufacturing. Autoliv ESA-DBP","Polybutylene",0.3,
"Electronic Control Unit&rsquo;s aluminium capacitor manufacturing. Autoliv ESA-DBP","Polyethylene terephthalate (PET)",0.02,
"Electronic Control Unit&rsquo;s aluminium capacitor manufacturing. Autoliv ESA-DBP","PPA-PPS",0.12,
"Electronic Control Unit&rsquo;s aluminium capacitor manufacturing. Autoliv ESA-DBP","Sn",0,
"Electronic Control Unit&rsquo;s electronic connector manufacturing. Autoliv ESA-DBP","Copper wire",28.3,
"Electronic Control Unit&rsquo;s electronic connector manufacturing. Autoliv ESA-DBP","Electricity",0.81,
"Electronic Control Unit&rsquo;s electronic connector manufacturing. Autoliv ESA-DBP","Polymer",28.3,
"Electronic Control Unit&rsquo;s electronic connector manufacturing. Autoliv ESA-DBP","Tin",0.01,
"Electronic Control Unit&rsquo;s housing manufacturing. Autoliv ESA-DBP","Natural gas",0,
"Electronic Control Unit&rsquo;s housing manufacturing. Autoliv ESA-DBP","Water",0,
"Electronic Control Unit&rsquo;s housing manufacturing. Autoliv ESA-DBP","Aluminium alloy",260,
"Electronic Control Unit&rsquo;s housing manufacturing. Autoliv ESA-DBP","Electricity",0,
"Electronic Control Unit&rsquo;s inductor choke manufacturing. Autoliv ESA-DBP","Water",0,
"Electronic Control Unit&rsquo;s inductor choke manufacturing. Autoliv ESA-DBP","Adhesive (calcium carbonate)",0.03,
"Electronic Control Unit&rsquo;s inductor choke manufacturing. Autoliv ESA-DBP","Adhesive (epoxy resin)",0.03,
"Electronic Control Unit&rsquo;s inductor choke manufacturing. Autoliv ESA-DBP","Copper wire",1.02,
"Electronic Control Unit&rsquo;s inductor choke manufacturing. Autoliv ESA-DBP","Electricity",0.08,
"Electronic Control Unit&rsquo;s inductor choke manufacturing. Autoliv ESA-DBP","Ink",0,
"Electronic Control Unit&rsquo;s inductor choke manufacturing. Autoliv ESA-DBP","Polyurethane resin",0.03,
"Electronic Control Unit&rsquo;s inductor choke manufacturing. Autoliv ESA-DBP","Resin base (silica)",0.25,
"Electronic Control Unit&rsquo;s inductor choke manufacturing. Autoliv ESA-DBP","Solder",0.02,
"Electronic Control Unit&rsquo;s inductor choke manufacturing. Autoliv ESA-DBP","Terminal (copper sheet)",0.08,
"Electronic Control Unit&rsquo;s inductor choke manufacturing. Autoliv ESA-DBP","Zn-Ni ferrite core",2.2,
"Electronic Control Unit&rsquo;s integrated circuit ASIC manufacturing. Autoliv ESA-DBP","Water",2.62,
"Electronic Control Unit&rsquo;s integrated circuit ASIC manufacturing. Autoliv ESA-DBP","Ag",0,
"Electronic Control Unit&rsquo;s integrated circuit ASIC manufacturing. Autoliv ESA-DBP","Chip (silicon)",0,
"Electronic Control Unit&rsquo;s integrated circuit ASIC manufacturing. Autoliv ESA-DBP","Die attach (silver)",0,
"Electronic Control Unit&rsquo;s integrated circuit ASIC manufacturing. Autoliv ESA-DBP","Electricity",1.31,
"Electronic Control Unit&rsquo;s integrated circuit ASIC manufacturing. Autoliv ESA-DBP","Encapsulation (silica)",0.07,
"Electronic Control Unit&rsquo;s integrated circuit ASIC manufacturing. Autoliv ESA-DBP","Gold wire",0,
"Electronic Control Unit&rsquo;s integrated circuit ASIC manufacturing. Autoliv ESA-DBP","Nickel iron alloy",0.03,
"Electronic Control Unit&rsquo;s integrated circuit ASIC manufacturing. Autoliv ESA-DBP","Sn",0,
"Electronic Control Unit&rsquo;s integrated circuit comparator manufacturing. Autoliv ESA-DBP","Water",0,
"Electronic Control Unit&rsquo;s integrated circuit comparator manufacturing. Autoliv ESA-DBP","Ag",0,
"Electronic Control Unit&rsquo;s integrated circuit comparator manufacturing. Autoliv ESA-DBP","Chip (silicon)",0,
"Electronic Control Unit&rsquo;s integrated circuit comparator manufacturing. Autoliv ESA-DBP","Copper leadframe",0.01,
"Electronic Control Unit&rsquo;s integrated circuit comparator manufacturing. Autoliv ESA-DBP","Die attach (silver)",0,
"Electronic Control Unit&rsquo;s integrated circuit comparator manufacturing. Autoliv ESA-DBP","Electricity",0.02,
"Electronic Control Unit&rsquo;s integrated circuit comparator manufacturing. Autoliv ESA-DBP","Gold wire",0,
"Electronic Control Unit&rsquo;s integrated circuit comparator manufacturing. Autoliv ESA-DBP","Mold compound (silica)",0.01,
"Electronic Control Unit&rsquo;s integrated circuit comparator manufacturing. Autoliv ESA-DBP","Sn",0,
"Electronic Control Unit&rsquo;s integrated circuit interface manufacturing. Autoliv ESA-DBP","Copper leadframe",0.1,
"Electronic Control Unit&rsquo;s integrated circuit interface manufacturing. Autoliv ESA-DBP","Electricity",1.69,
"Electronic Control Unit&rsquo;s integrated circuit interface manufacturing. Autoliv ESA-DBP","Epoxy die attach (silver)",0,
"Electronic Control Unit&rsquo;s integrated circuit interface manufacturing. Autoliv ESA-DBP","Gold wire",0,
"Electronic Control Unit&rsquo;s integrated circuit interface manufacturing. Autoliv ESA-DBP","Mold compound (silica)",0.24,
"Electronic Control Unit&rsquo;s integrated circuit interface manufacturing. Autoliv ESA-DBP","Silicon die",0.02,
"Electronic Control Unit&rsquo;s integrated circuit interface manufacturing. Autoliv ESA-DBP","Sn",0,
"Electronic Control Unit&rsquo;s integrated circuit MCU/memory manufacturing. Autoliv ESA-DBP","Copper leadframe",0.16,
"Electronic Control Unit&rsquo;s integrated circuit MCU/memory manufacturing. Autoliv ESA-DBP","Electricity",0,
"Electronic Control Unit&rsquo;s integrated circuit MCU/memory manufacturing. Autoliv ESA-DBP","Epoxy die attach (silver)",0,
"Electronic Control Unit&rsquo;s integrated circuit MCU/memory manufacturing. Autoliv ESA-DBP","Gold wire",0,
"Electronic Control Unit&rsquo;s integrated circuit MCU/memory manufacturing. Autoliv ESA-DBP","Mold compound",0.47,
"Electronic Control Unit&rsquo;s integrated circuit MCU/memory manufacturing. Autoliv ESA-DBP","Silicon die",0.04,
"Electronic Control Unit&rsquo;s integrated circuit MCU/memory manufacturing. Autoliv ESA-DBP","Sn",0.01,
"Electronic Control Unit&rsquo;s label manufacturing. Autoliv ESA-DBP","Acrylic adhesive",0.02,
"Electronic Control Unit&rsquo;s label manufacturing. Autoliv ESA-DBP","Electricity",0.01,
"Electronic Control Unit&rsquo;s label manufacturing. Autoliv ESA-DBP","Film",0.08,
"Electronic Control Unit&rsquo;s label manufacturing. Autoliv ESA-DBP","Top coat",0,
"Electronic Control Unit&rsquo;s MEMS based sensor manufacturing. Autoliv ESA-DBP","Copper leadframe",0.2,
"Electronic Control Unit&rsquo;s MEMS based sensor manufacturing. Autoliv ESA-DBP","Die attach (siloxanes and silicons)",0.01,
"Electronic Control Unit&rsquo;s MEMS based sensor manufacturing. Autoliv ESA-DBP","Electricity",1.97,
"Electronic Control Unit&rsquo;s MEMS based sensor manufacturing. Autoliv ESA-DBP","Epoxy die attach (silver)",0,
"Electronic Control Unit&rsquo;s MEMS based sensor manufacturing. Autoliv ESA-DBP","Lead glass",0,
"Electronic Control Unit&rsquo;s MEMS based sensor manufacturing. Autoliv ESA-DBP","Mold compound (silica)",0.51,
"Electronic Control Unit&rsquo;s MEMS based sensor manufacturing. Autoliv ESA-DBP","Silicon die",0.02,
"Electronic Control Unit&rsquo;s MEMS based sensor manufacturing. Autoliv ESA-DBP","Sn",0.01,
"Electronic Control Unit&rsquo;s Printed Circuit Board (PCB) base manufacturing. Autoliv ESA-DBP","Water",0.08,
"Electronic Control Unit&rsquo;s Printed Circuit Board (PCB) base manufacturing. Autoliv ESA-DBP","Water",0.08,
"Electronic Control Unit&rsquo;s Printed Circuit Board (PCB) base manufacturing. Autoliv ESA-DBP","Ag",0.01,
"Electronic Control Unit&rsquo;s Printed Circuit Board (PCB) base manufacturing. Autoliv ESA-DBP","Cu",9.18,
"Electronic Control Unit&rsquo;s Printed Circuit Board (PCB) base manufacturing. Autoliv ESA-DBP","Electricity",8.93,
"Electronic Control Unit&rsquo;s Printed Circuit Board (PCB) base manufacturing. Autoliv ESA-DBP","Electricity",0,
"Electronic Control Unit&rsquo;s Printed Circuit Board (PCB) base manufacturing. Autoliv ESA-DBP","Epoxy resin",17.2,
"Electronic Control Unit&rsquo;s Printed Circuit Board (PCB) base manufacturing. Autoliv ESA-DBP","Glass fibre",18.6,
"Electronic Control Unit&rsquo;s Printed Circuit Board (PCB) base manufacturing. Autoliv ESA-DBP","Ink",1.61,
"Electronic Control Unit&rsquo;s rectifier diode manufacturing. Autoliv ESA-DBP","Water",0,
"Electronic Control Unit&rsquo;s rectifier diode manufacturing. Autoliv ESA-DBP","Cu",0.02,
"Electronic Control Unit&rsquo;s rectifier diode manufacturing. Autoliv ESA-DBP","Electricity",0,
"Electronic Control Unit&rsquo;s rectifier diode manufacturing. Autoliv ESA-DBP","Pb",0,
"Electronic Control Unit&rsquo;s rectifier diode manufacturing. Autoliv ESA-DBP","Quartz (SiO2)",0.04,
"Electronic Control Unit&rsquo;s rectifier diode manufacturing. Autoliv ESA-DBP","Silicon, Si",0,
"Electronic Control Unit&rsquo;s rectifier diode manufacturing. Autoliv ESA-DBP","Sn",0,
"Electronic Control Unit&rsquo;s resonator manufacturing. Autoliv ESA-DBP","Acrylic",0,
"Electronic Control Unit&rsquo;s resonator manufacturing. Autoliv ESA-DBP","Aluminium oxide",0.01,
"Electronic Control Unit&rsquo;s resonator manufacturing. Autoliv ESA-DBP","Ceramic",0,
"Electronic Control Unit&rsquo;s resonator manufacturing. Autoliv ESA-DBP","Electricity",0.03,
"Electronic Control Unit&rsquo;s resonator manufacturing. Autoliv ESA-DBP","Electrode silver",0,
"Electronic Control Unit&rsquo;s resonator manufacturing. Autoliv ESA-DBP","Epoxy resin",0,
"Electronic Control Unit&rsquo;s resonator manufacturing. Autoliv ESA-DBP","Phenol",0,
"Electronic Control Unit&rsquo;s resonator manufacturing. Autoliv ESA-DBP","Plating gold",0,
"Electronic Control Unit&rsquo;s resonator manufacturing. Autoliv ESA-DBP","Plating nickel",0,
"Electronic Control Unit&rsquo;s Schottky diode manufacturing. Autoliv ESA-DBP","Water",0,
"Electronic Control Unit&rsquo;s Schottky diode manufacturing. Autoliv ESA-DBP","Cu",0.02,
"Electronic Control Unit&rsquo;s Schottky diode manufacturing. Autoliv ESA-DBP","Electricity",0,
"Electronic Control Unit&rsquo;s Schottky diode manufacturing. Autoliv ESA-DBP","Pb",0,
"Electronic Control Unit&rsquo;s Schottky diode manufacturing. Autoliv ESA-DBP","Quartz (SiO2)",0.04,
"Electronic Control Unit&rsquo;s Schottky diode manufacturing. Autoliv ESA-DBP","Silicon, Si",0,
"Electronic Control Unit&rsquo;s Schottky diode manufacturing. Autoliv ESA-DBP","Sn",0,
"Electronic Control Unit&rsquo;s signal diode manufacturing. Autoliv ESA-DBP","Ag",0,
"Electronic Control Unit&rsquo;s signal diode manufacturing. Autoliv ESA-DBP","Copper wire",0,
"Electronic Control Unit&rsquo;s signal diode manufacturing. Autoliv ESA-DBP","Electricity",0.02,
"Electronic Control Unit&rsquo;s signal diode manufacturing. Autoliv ESA-DBP","Glass",0,
"Electronic Control Unit&rsquo;s signal diode manufacturing. Autoliv ESA-DBP","Gold wire",0,
"Electronic Control Unit&rsquo;s signal diode manufacturing. Autoliv ESA-DBP","Silicon, Si",0,
"Electronic Control Unit&rsquo;s signal diode manufacturing. Autoliv ESA-DBP","Sn",0,
"Electronic Control Unit&rsquo;s transistor manufacturing. Autoliv ESA-DBP","Ag",0,
"Electronic Control Unit&rsquo;s transistor manufacturing. Autoliv ESA-DBP","Chip (silicon)",0,
"Electronic Control Unit&rsquo;s transistor manufacturing. Autoliv ESA-DBP","Copper leadframe",0.06,
"Electronic Control Unit&rsquo;s transistor manufacturing. Autoliv ESA-DBP","Die attach (silver)",0,
"Electronic Control Unit&rsquo;s transistor manufacturing. Autoliv ESA-DBP","Electricity",0.01,
"Electronic Control Unit&rsquo;s transistor manufacturing. Autoliv ESA-DBP","Encapsulation (silica)",0.01,
"Electronic Control Unit&rsquo;s transistor manufacturing. Autoliv ESA-DBP","Gold wire",0,
"Electronic Control Unit&rsquo;s transistor manufacturing. Autoliv ESA-DBP","Sn",0,
"Electronic Control Unit&rsquo;s TVS diode manufacturing. Autoliv ESA-DBP","Water",0.09,
"Electronic Control Unit&rsquo;s TVS diode manufacturing. Autoliv ESA-DBP","Ag",0,
"Electronic Control Unit&rsquo;s TVS diode manufacturing. Autoliv ESA-DBP","Cu",0,
"Electronic Control Unit&rsquo;s TVS diode manufacturing. Autoliv ESA-DBP","Die TVS set",0.01,
"Electronic Control Unit&rsquo;s TVS diode manufacturing. Autoliv ESA-DBP","Electricity",0,
"Electronic Control Unit&rsquo;s TVS diode manufacturing. Autoliv ESA-DBP","EP glass",0.07,
"Electronic Control Unit&rsquo;s TVS diode manufacturing. Autoliv ESA-DBP","Gold wire",0,
"Electronic Control Unit&rsquo;s TVS diode manufacturing. Autoliv ESA-DBP","Iron and nickel alloy",0.03,
"Electronic Control Unit&rsquo;s TVS diode manufacturing. Autoliv ESA-DBP","Sn",0,
"Ethylene production from cane based ethanol. ESA-DBP","Ethanol",1700,
"Ethylene production from cane based ethanol. ESA-DBP","Electricity",1.8,
"Ethylene production from cane based ethanol. ESA-DBP","Fuel",5.6,
"European average production of sodium carbonate (Solvay process)","Water",80,
"European average production of sodium carbonate (Solvay process)","Ammonia",1.5,
"European average production of sodium carbonate (Solvay process)","Coke",0.3,
"European average production of sodium carbonate (Solvay process)","Electricity",710,
"European average production of sodium carbonate (Solvay process)","Heat",3700,
